#,"Date Time, GMT+00:00",DOY,"Wetness, % (LGR S/N: 21432090, SEN S/N: 21367120)","Wind Direction, ø (LGR S/N: 21432090, SEN S/N: 21418008)","PAR, µmol/m²/s (LGR S/N: 21432090, SEN S/N: 21420546)","Temp, °C (LGR S/N: 21432090, SEN S/N: 21420856)","RH, % (LGR S/N: 21432090, SEN S/N: 21420856)","Wind Speed, m/s (LGR S/N: 21432090, SEN S/N: 21435605)","Gust Speed, m/s (LGR S/N: 21432090, SEN S/N: 21435605)",,
8699,03/02/2023 16:50,34,45.29,49.1,321.2,3.51,95.846,1.51,4.03,,
8700,03/02/2023 16:55,34,51.18,46.3,306.2,3.469,96.106,2.01,4.03,,
8701,03/02/2023 17:00,34,87.06,5.6,223.7,3.011,96.287,4.53,6.04,,
8702,03/02/2023 17:05,34,87.06,4.2,241.2,2.925,97.499,3.02,5.03,,
8703,03/02/2023 17:10,34,87.06,7,276.2,3.062,97.556,3.02,5.54,,
8704,03/02/2023 17:15,34,97.06,2.8,256.2,2.992,97.591,5.03,7.05,,
8705,03/02/2023 17:20,34,97.06,4.2,303.7,2.949,97.852,5.03,7.05,,
8706,03/02/2023 17:25,34,100,1.4,318.7,2.949,97.984,6.04,8.05,,
8707,03/02/2023 17:30,34,100,2.8,126.2,2.845,98.155,6.04,8.56,,
8708,03/02/2023 17:35,34,100,4.2,81.2,2.735,98.541,5.03,7.55,,
8709,03/02/2023 17:40,34,100,5.6,73.7,2.687,98.984,5.54,7.55,,
8710,03/02/2023 17:45,34,100,5.6,86.2,2.791,99.248,4.53,7.55,,
8711,03/02/2023 17:50,34,100,2.8,78.7,2.831,99.33,6.54,8.56,,
8712,03/02/2023 17:55,34,100,1.4,68.7,2.772,99.443,5.54,8.56,,
8713,03/02/2023 18:00,34,100,2.8,71.2,2.646,99.623,4.53,6.04,,
8714,03/02/2023 18:05,34,100,1.4,78.7,2.612,99.844,3.52,6.54,,
8715,03/02/2023 18:10,34,100,2.8,78.7,2.555,99.983,3.52,5.54,,
8716,03/02/2023 18:15,34,100,5.6,93.7,2.558,99.997,3.02,5.54,,
8717,03/02/2023 18:20,34,100,18.3,81.2,2.528,99.997,2.01,4.53,,
8718,03/02/2023 18:25,34,100,21.1,63.7,2.604,99.997,2.01,4.53,,
8719,03/02/2023 18:30,34,100,5.6,68.7,2.542,99.997,2.01,5.54,,
8720,03/02/2023 18:35,34,100,2.8,76.2,2.582,99.997,4.03,6.04,,
8721,03/02/2023 18:40,34,100,1.4,73.7,2.563,99.997,5.03,7.05,,
8722,03/02/2023 18:45,34,100,1.4,81.2,2.547,99.997,5.54,7.05,,
8723,03/02/2023 18:50,34,100,2.8,76.2,2.523,99.997,5.54,7.05,,
8724,03/02/2023 18:55,34,100,2.8,71.2,2.563,99.997,5.54,7.55,,
8725,03/02/2023 19:00,34,100,7,76.2,2.662,99.997,6.04,8.05,,
8726,03/02/2023 19:05,34,100,4.2,71.2,2.679,99.997,6.54,8.05,,
8727,03/02/2023 19:10,34,100,4.2,53.7,2.703,99.997,5.54,7.55,,
8728,03/02/2023 19:15,34,100,4.2,46.2,2.673,99.997,4.53,6.54,,
8729,03/02/2023 19:20,34,100,4.2,41.2,2.545,99.997,4.03,5.54,,
8730,03/02/2023 19:25,34,100,1.4,53.7,2.531,99.997,4.53,6.54,,
8731,03/02/2023 19:30,34,100,1.4,48.7,2.526,99.997,4.53,6.04,,
8732,03/02/2023 19:35,34,100,1.4,61.2,2.55,99.997,5.03,6.54,,
8733,03/02/2023 19:40,34,100,1.4,71.2,2.547,99.997,5.03,6.04,,
8734,03/02/2023 19:45,34,100,7,68.7,2.571,99.997,4.53,7.05,,
8735,03/02/2023 19:50,34,100,2.8,61.2,2.569,99.997,5.54,7.05,,
8736,03/02/2023 19:55,34,100,5.6,48.7,2.566,99.997,5.03,6.54,,
8737,03/02/2023 20:00,34,100,7,41.2,2.684,99.997,4.53,7.05,,
8738,03/02/2023 20:05,34,100,1.4,28.7,2.518,99.997,5.03,6.54,,
8739,03/02/2023 20:10,34,100,2.8,18.7,2.51,99.997,4.53,5.54,,
8740,03/02/2023 20:15,34,100,9.8,16.2,2.604,99.997,4.03,7.05,,
8741,03/02/2023 20:20,34,100,4.2,18.7,2.724,99.997,6.04,7.55,,
8742,03/02/2023 20:25,34,100,43.5,13.7,2.754,99.997,2.01,5.03,,
8743,03/02/2023 20:30,34,100,63.2,18.7,2.818,99.997,2.01,4.53,,
8744,03/02/2023 20:35,34,100,91.3,18.7,2.866,99.997,1.01,3.02,,
8745,03/02/2023 20:40,34,100,99.7,16.2,2.799,99.997,1.01,2.52,,
8746,03/02/2023 20:45,34,100,127.8,13.7,2.703,99.997,0.5,2.01,,
8747,03/02/2023 20:50,34,100,144.6,11.2,2.617,99.997,0.5,2.01,,
8748,03/02/2023 20:55,34,100,137.6,11.2,2.612,99.997,0.5,1.51,,
8749,03/02/2023 21:00,34,100,155.8,8.7,2.617,99.997,0.5,2.01,,
8750,03/02/2023 21:05,34,100,186.7,6.2,2.783,99.997,1.51,5.54,,
8751,03/02/2023 21:10,34,100,276.6,6.2,3.089,99.997,2.52,6.04,,
8752,03/02/2023 21:15,34,100,263.9,6.2,3.006,99.997,3.52,6.54,,
8753,03/02/2023 21:20,34,100,269.6,3.7,2.896,99.997,3.02,6.04,,
8754,03/02/2023 21:25,34,100,271,3.7,2.762,99.997,4.03,6.04,,
8755,03/02/2023 21:30,34,100,265.3,3.7,2.721,99.997,4.53,9.56,,
8756,03/02/2023 21:35,34,100,259.7,1.2,2.703,99.997,4.03,7.05,,
8757,03/02/2023 21:40,34,100,268.1,1.2,2.695,99.997,4.53,8.56,,
8758,03/02/2023 21:45,34,100,258.3,1.2,2.668,99.997,4.03,8.56,,
8759,03/02/2023 21:50,34,100,265.3,1.2,2.604,99.997,5.03,10.07,,
8760,03/02/2023 21:55,34,100,263.9,1.2,2.577,99.995,6.54,11.58,,
8761,03/02/2023 22:00,34,100,261.1,1.2,2.515,99.539,6.54,11.07,,
8762,03/02/2023 22:05,34,100,263.9,1.2,2.488,99.469,6.54,9.56,,
8763,03/02/2023 22:10,34,100,259.7,1.2,2.301,98.61,7.05,10.57,,
8764,03/02/2023 22:15,34,100,258.3,1.2,2.126,98.181,7.05,10.07,,
8765,03/02/2023 22:20,34,100,262.5,1.2,1.858,97.894,7.05,10.07,,
8766,03/02/2023 22:25,34,100,262.5,1.2,1.716,98.264,6.54,10.07,,
8767,03/02/2023 22:30,34,100,256.9,1.2,1.609,98.694,6.54,10.07,,
8768,03/02/2023 22:35,34,100,258.3,1.2,1.633,98.946,5.54,8.05,,
8769,03/02/2023 22:40,34,100,263.9,1.2,1.711,99.059,5.03,8.05,,
8770,03/02/2023 22:45,34,100,256.9,1.2,1.754,98.978,6.04,9.56,,
8771,03/02/2023 22:50,34,100,251.3,1.2,1.746,98.093,7.05,10.07,,
8772,03/02/2023 22:55,34,100,254.1,1.2,1.775,97.748,7.05,10.07,,
8773,03/02/2023 23:00,34,100,252.7,1.2,1.719,97.885,7.55,11.58,,
8774,03/02/2023 23:05,34,100,249.9,1.2,1.794,97.523,7.05,10.57,,
8775,03/02/2023 23:10,34,100,247.1,1.2,2.003,97.064,7.05,10.57,,
8776,03/02/2023 23:15,34,100,248.5,1.2,2.145,97.082,7.05,10.57,,
8777,03/02/2023 23:20,34,100,247.1,1.2,2.172,97.113,7.05,10.07,,
8778,03/02/2023 23:25,34,100,249.9,1.2,2.255,97.194,9.06,13.09,,
8779,03/02/2023 23:30,34,100,242.9,1.2,2.419,96.669,7.55,12.08,,
8780,03/02/2023 23:35,34,98.82,247.1,1.2,2.518,96.422,8.56,12.08,,
8781,03/02/2023 23:40,34,95.88,248.5,1.2,2.59,96.226,8.05,12.08,,
8782,03/02/2023 23:45,34,93.53,248.5,1.2,2.646,96.182,7.05,10.07,,
8783,03/02/2023 23:50,34,93.53,244.3,1.2,2.708,95.909,6.04,9.56,,
8784,03/02/2023 23:55,34,92.35,247.1,1.2,2.703,96.345,6.04,11.07,,
8785,04/02/2023 00:00,35,91.76,247.1,1.2,2.799,96.179,7.55,11.07,,
8786,04/02/2023 00:05,35,92.94,248.5,1.2,2.823,95.996,7.55,11.58,,
8787,04/02/2023 00:10,35,94.12,248.5,1.2,2.845,95.782,8.05,13.09,,
8788,04/02/2023 00:15,35,93.53,248.5,1.2,2.815,95.9,7.05,9.56,,
8789,04/02/2023 00:20,35,92.94,248.5,1.2,2.831,96.118,7.55,11.58,,
8790,04/02/2023 00:25,35,91.76,247.1,1.2,2.901,95.752,7.05,9.56,,
8791,04/02/2023 00:30,35,91.18,249.9,1.2,2.936,95.401,6.54,10.57,,
8792,04/02/2023 00:35,35,91.18,245.7,1.2,2.928,95.303,6.54,9.56,,
8793,04/02/2023 00:40,35,87.06,247.1,1.2,2.893,95.351,5.54,10.07,,
8794,04/02/2023 00:45,35,85.88,251.3,1.2,3.038,94.06,7.55,11.58,,
8795,04/02/2023 00:50,35,88.24,254.1,1.2,2.987,93.626,6.54,10.57,,
8796,04/02/2023 00:55,35,82.94,252.7,1.2,3.057,92.934,8.56,13.09,,
8797,04/02/2023 01:00,35,85.88,259.7,1.2,3.032,93.645,5.54,8.05,,
8798,04/02/2023 01:05,35,86.47,251.3,1.2,2.979,94.722,7.55,9.56,,
8799,04/02/2023 01:10,35,87.65,254.1,1.2,2.952,95.247,5.54,8.56,,
8800,04/02/2023 01:15,35,90,259.7,1.2,2.917,95.644,5.54,8.56,,
8801,04/02/2023 01:20,35,90.59,252.7,1.2,2.882,96.275,5.03,8.05,,
8802,04/02/2023 01:25,35,90,254.1,1.2,2.92,96.229,5.54,9.06,,
8803,04/02/2023 01:30,35,91.76,265.3,1.2,2.987,96.005,7.05,11.07,,
8804,04/02/2023 01:35,35,92.35,256.9,1.2,2.939,96.333,6.54,10.07,,
8805,04/02/2023 01:40,35,92.94,251.3,1.2,2.847,96.858,5.54,8.56,,
8806,04/02/2023 01:45,35,94.12,249.9,1.2,2.783,97.194,4.53,7.55,,
8807,04/02/2023 01:50,35,94.71,258.3,1.2,2.762,97.433,6.54,10.07,,
8808,04/02/2023 01:55,35,94.71,256.9,1.2,2.754,97.461,6.54,10.57,,
8809,04/02/2023 02:00,35,97.06,261.1,1.2,2.799,97.253,6.54,10.57,,
8810,04/02/2023 02:05,35,100,255.5,1.2,2.775,97.064,6.54,11.07,,
8811,04/02/2023 02:10,35,100,259.7,1.2,2.74,97.125,7.05,10.57,,
8812,04/02/2023 02:15,35,100,261.1,1.2,2.719,97.269,7.05,12.58,,
8813,04/02/2023 02:20,35,100,259.7,1.2,2.767,97.119,7.55,14.09,,
8814,04/02/2023 02:25,35,100,262.5,1.2,2.813,97.064,8.05,13.09,,
8815,04/02/2023 02:30,35,100,266.7,1.2,2.831,97.336,7.05,15.1,,
8816,04/02/2023 02:35,35,100,269.6,1.2,2.759,97.795,6.04,10.07,,
8817,04/02/2023 02:40,35,100,269.6,1.2,2.74,98.433,6.04,11.07,,
8818,04/02/2023 02:45,35,100,262.5,1.2,2.762,98.502,5.54,9.06,,
8819,04/02/2023 02:50,35,100,262.5,1.2,2.719,98.793,5.54,8.56,,
8820,04/02/2023 02:55,35,100,266.7,1.2,2.687,98.972,4.53,8.56,,
8821,04/02/2023 03:00,35,100,273.8,1.2,2.665,99.21,6.54,11.07,,
8822,04/02/2023 03:05,35,100,275.2,1.2,2.692,99.336,6.54,10.57,,
8823,04/02/2023 03:10,35,100,276.6,1.2,2.697,99.338,5.54,11.07,,
8824,04/02/2023 03:15,35,100,276.6,1.2,2.692,99.316,6.04,9.06,,
8825,04/02/2023 03:20,35,100,275.2,1.2,2.732,99.426,5.54,10.07,,
8826,04/02/2023 03:25,35,100,273.8,1.2,2.684,99.321,5.54,9.06,,
8827,04/02/2023 03:30,35,100,279.4,1.2,2.662,99.535,5.03,8.56,,
8828,04/02/2023 03:35,35,100,273.8,1.2,2.612,99.611,4.03,7.05,,
8829,04/02/2023 03:40,35,100,261.1,1.2,2.62,99.904,3.02,6.04,,
8830,04/02/2023 03:45,35,100,231.6,1.2,2.671,99.939,2.52,5.54,,
8831,04/02/2023 03:50,35,100,245.7,1.2,2.665,99.992,2.52,5.54,,
8832,04/02/2023 03:55,35,100,262.5,1.2,2.679,99.997,3.02,6.54,,
8833,04/02/2023 04:00,35,100,266.7,1.2,2.665,99.997,2.01,5.03,,
8834,04/02/2023 04:05,35,100,278,1.2,2.676,99.997,4.53,7.55,,
8835,04/02/2023 04:10,35,100,273.8,1.2,2.684,99.997,4.03,8.56,,
8836,04/02/2023 04:15,35,100,272.4,1.2,2.684,99.997,4.03,6.54,,
8837,04/02/2023 04:20,35,100,272.4,1.2,2.681,99.997,4.03,7.05,,
8838,04/02/2023 04:25,35,100,256.9,1.2,2.673,99.997,3.52,6.54,,
8839,04/02/2023 04:30,35,100,263.9,1.2,2.622,99.997,4.03,7.05,,
8840,04/02/2023 04:35,35,100,271,1.2,2.539,99.997,5.54,9.56,,
8841,04/02/2023 04:40,35,100,272.4,1.2,2.467,99.997,6.04,8.56,,
8842,04/02/2023 04:45,35,100,278,1.2,2.408,99.997,5.54,7.55,,
8843,04/02/2023 04:50,35,100,275.2,1.2,2.346,99.997,5.54,9.06,,
8844,04/02/2023 04:55,35,100,276.6,1.2,2.309,99.997,5.54,9.56,,
8845,04/02/2023 05:00,35,100,278,1.2,2.268,99.997,5.54,9.06,,
8846,04/02/2023 05:05,35,100,272.4,1.2,2.22,99.997,5.03,8.05,,
8847,04/02/2023 05:10,35,100,276.6,3.7,2.191,99.997,4.53,6.54,,
8848,04/02/2023 05:15,35,100,266.7,6.2,2.175,99.997,4.03,7.05,,
8849,04/02/2023 05:20,35,100,273.8,8.7,2.153,99.997,4.03,7.05,,
8850,04/02/2023 05:25,35,100,273.8,16.2,2.164,99.997,4.03,6.54,,
8851,04/02/2023 05:30,35,100,278,23.7,2.188,99.997,4.53,7.05,,
8852,04/02/2023 05:35,35,100,273.8,26.2,2.234,99.997,4.53,8.56,,
8853,04/02/2023 05:40,35,100,275.2,21.2,2.212,99.997,5.03,9.56,,
8854,04/02/2023 05:45,35,100,275.2,21.2,2.239,99.997,5.03,8.56,,
8855,04/02/2023 05:50,35,100,268.1,18.7,2.26,99.997,5.03,8.05,,
8856,04/02/2023 05:55,35,100,268.1,18.7,2.263,99.997,4.03,7.05,,
8857,04/02/2023 06:00,35,100,272.4,18.7,2.268,99.997,3.52,7.05,,
8858,04/02/2023 06:05,35,100,271,21.2,2.279,99.997,3.52,7.05,,
8859,04/02/2023 06:10,35,100,271,26.2,2.306,99.997,3.52,8.56,,
8860,04/02/2023 06:15,35,100,268.1,33.7,2.365,99.997,3.52,7.05,,
8861,04/02/2023 06:20,35,100,262.5,43.7,2.445,99.997,4.53,8.05,,
8862,04/02/2023 06:25,35,100,266.7,31.2,2.55,99.997,4.53,10.07,,
8863,04/02/2023 06:30,35,100,266.7,46.2,2.569,99.997,4.53,8.56,,
8864,04/02/2023 06:35,35,100,265.3,88.7,2.601,99.997,5.03,8.05,,
8865,04/02/2023 06:40,35,100,266.7,103.7,2.638,99.997,4.53,8.56,,
8866,04/02/2023 06:45,35,100,266.7,111.2,2.612,99.997,4.03,7.05,,
8867,04/02/2023 06:50,35,100,263.9,106.2,2.595,99.997,4.03,6.54,,
8868,04/02/2023 06:55,35,100,271,98.7,2.652,99.997,4.03,8.05,,
8869,04/02/2023 07:00,35,100,266.7,76.2,2.657,99.997,4.53,7.55,,
8870,04/02/2023 07:05,35,100,268.1,86.2,2.662,99.997,4.03,8.05,,
8871,04/02/2023 07:10,35,100,263.9,93.7,2.646,99.997,3.52,6.54,,
8872,04/02/2023 07:15,35,100,266.7,88.7,2.593,99.997,4.53,8.56,,
8873,04/02/2023 07:20,35,100,265.3,128.7,2.595,99.997,4.03,9.06,,
8874,04/02/2023 07:25,35,100,266.7,133.7,2.641,99.997,4.03,8.56,,
8875,04/02/2023 07:30,35,100,256.9,81.2,2.609,99.997,3.52,7.05,,
8876,04/02/2023 07:35,35,100,254.1,78.7,2.614,99.997,3.52,6.54,,
8877,04/02/2023 07:40,35,100,269.6,118.7,2.646,99.922,3.02,6.54,,
8878,04/02/2023 07:45,35,100,275.2,161.2,2.695,99.866,4.03,8.05,,
8879,04/02/2023 07:50,35,100,275.2,191.2,2.727,99.741,5.03,8.56,,
8880,04/02/2023 07:55,35,100,275.2,256.2,2.767,99.652,5.03,8.56,,
8881,04/02/2023 08:00,35,100,276.6,371.2,2.821,99.481,4.53,8.05,,
8882,04/02/2023 08:05,35,100,273.8,311.2,2.837,99.57,3.52,7.05,,
8883,04/02/2023 08:10,35,100,265.3,428.7,2.979,99.539,3.52,7.05,,
8884,04/02/2023 08:15,35,100,272.4,316.2,2.874,99.765,4.53,8.56,,
8885,04/02/2023 08:20,35,100,272.4,241.2,2.799,99.995,5.03,8.05,,
8886,04/02/2023 08:25,35,100,275.2,211.2,2.853,99.846,5.03,8.56,,
8887,04/02/2023 08:30,35,100,276.6,196.2,2.872,99.065,4.03,8.05,,
8888,04/02/2023 08:35,35,97.06,273.8,281.2,2.829,98.535,4.53,7.05,,
8889,04/02/2023 08:40,35,85.88,269.6,413.7,2.904,98.398,4.03,7.55,,
8890,04/02/2023 08:45,35,82.94,272.4,428.7,3.067,98.082,4.03,6.54,,
8891,04/02/2023 08:50,35,73.53,269.6,513.7,3.18,97.826,4.03,6.54,,
8892,04/02/2023 08:55,35,71.18,279.4,451.2,3.236,97.83,3.02,6.54,,
8893,04/02/2023 09:00,35,67.06,271,483.7,3.228,97.783,4.03,7.05,,
8894,04/02/2023 09:05,35,48.82,265.3,621.2,3.301,97.781,3.02,6.04,,
8895,04/02/2023 09:10,35,44.12,278,661.2,3.461,97.346,4.03,7.55,,
8896,04/02/2023 09:15,35,62.94,273.8,438.7,3.362,97.115,4.53,8.56,,
8897,04/02/2023 09:20,35,88.82,278,296.2,3.156,97.424,5.03,8.05,,
8898,04/02/2023 09:25,35,100,276.6,256.2,3.081,98.196,4.03,6.54,,
8899,04/02/2023 09:30,35,100,269.6,228.7,3.043,99.113,3.02,7.55,,
8900,04/02/2023 09:35,35,100,271,216.2,2.984,99.281,4.03,6.54,,
8901,04/02/2023 09:40,35,97.65,269.6,276.2,3.043,99.187,3.52,5.54,,
8902,04/02/2023 09:45,35,75.88,279.4,511.2,3.124,98.755,4.03,8.05,,
8903,04/02/2023 09:50,35,64.71,276.6,638.7,3.255,98.343,4.03,6.54,,
8904,04/02/2023 09:55,35,61.18,275.2,603.7,3.37,98.021,4.03,7.55,,
8905,04/02/2023 10:00,35,68.82,273.8,411.2,3.263,97.934,4.03,7.55,,
8906,04/02/2023 10:05,35,71.76,272.4,303.7,3.078,98.196,4.03,6.04,,
8907,04/02/2023 10:10,35,70.59,272.4,363.7,3.062,98.328,3.02,6.04,,
8908,04/02/2023 10:15,35,60.59,251.3,461.2,3.118,98.506,3.52,7.55,,
8909,04/02/2023 10:20,35,65.29,261.1,363.7,3.223,98.289,3.52,7.05,,
8910,04/02/2023 10:25,35,70,262.5,293.7,3.167,98.183,3.52,6.04,,
8911,04/02/2023 10:30,35,74.12,263.9,261.2,3.177,98.317,2.52,5.54,,
8912,04/02/2023 10:35,35,73.53,258.3,268.7,3.156,98.268,2.52,5.03,,
8913,04/02/2023 10:40,35,71.76,272.4,331.2,3.089,98.344,2.52,5.03,,
8914,04/02/2023 10:45,35,70,276.6,401.2,2.952,98.366,4.03,7.05,,
8915,04/02/2023 10:50,35,71.76,276.6,418.7,2.96,98.473,5.03,8.05,,
8916,04/02/2023 10:55,35,64.71,275.2,491.2,3,98.544,5.03,8.56,,
8917,04/02/2023 11:00,35,52.35,273.8,946.2,3.217,98.035,5.54,9.56,,
8918,04/02/2023 11:05,35,44.71,272.4,993.7,3.41,97.348,5.54,10.07,,
8919,04/02/2023 11:10,35,42.94,278,1016.2,3.386,97.165,6.54,11.07,,
8920,04/02/2023 11:15,35,36.47,269.6,1433.7,3.654,96.687,6.54,10.57,,
8921,04/02/2023 11:20,35,31.76,276.6,1621.2,3.858,96.193,6.04,11.07,,
8922,04/02/2023 11:25,35,27.65,276.6,1618.7,3.947,95.776,6.04,10.07,,
8923,04/02/2023 11:30,35,27.06,266.7,1341.2,3.933,95.56,5.54,9.06,,
8924,04/02/2023 11:35,35,30,271,1051.2,3.778,95.819,5.03,8.56,,
8925,04/02/2023 11:40,35,30.59,266.7,866.2,3.708,96.22,4.03,7.55,,
8926,04/02/2023 11:45,35,29.41,263.9,723.7,3.614,96.448,4.03,9.56,,
8927,04/02/2023 11:50,35,28.24,258.3,721.2,3.716,96.66,3.02,6.54,,
8928,04/02/2023 11:55,35,31.76,256.9,711.2,3.598,96.297,4.03,9.56,,
8929,04/02/2023 12:00,35,33.53,254.1,546.2,3.41,96.68,4.03,8.05,,
8930,04/02/2023 12:05,35,32.35,262.5,556.2,3.435,97.105,3.52,7.55,,
8931,04/02/2023 12:10,35,31.76,258.3,591.2,3.545,97.012,2.52,6.04,,
8932,04/02/2023 12:15,35,25.88,265.3,796.2,3.55,96.78,3.02,6.04,,
8933,04/02/2023 12:20,35,20.59,272.4,1146.2,3.743,96.098,3.02,5.54,,
8934,04/02/2023 12:25,35,21.18,254.1,1043.7,4.059,95.468,2.52,5.54,,
8935,04/02/2023 12:30,35,16.47,259.7,1293.7,4.279,94.456,2.52,6.04,,
8936,04/02/2023 12:35,35,17.06,262.5,1446.2,4.116,94.058,3.52,7.55,,
8937,04/02/2023 12:40,35,15.29,256.9,1608.7,4.443,93.336,3.52,6.04,,
8938,04/02/2023 12:45,35,14.71,251.3,1733.7,4.853,92.596,3.02,6.04,,
8939,04/02/2023 12:50,35,14.12,271,1748.7,4.813,92.306,3.02,8.05,,
8940,04/02/2023 12:55,35,15.29,271,1721.2,4.759,92.084,4.03,7.55,,
8941,04/02/2023 13:00,35,14.12,276.6,1731.2,4.695,92.328,4.53,7.55,,
8942,04/02/2023 13:05,35,14.71,271,1748.7,4.754,91.859,4.03,7.55,,
8943,04/02/2023 13:10,35,13.53,265.3,1796.2,4.823,91.775,4.53,7.55,,
8944,04/02/2023 13:15,35,12.94,266.7,1853.7,4.933,91.804,4.03,7.05,,
8945,04/02/2023 13:20,35,14.71,258.3,1091.2,4.78,91.81,3.02,6.04,,
8946,04/02/2023 13:25,35,14.12,251.3,1393.7,4.625,91.882,4.03,6.54,,
8947,04/02/2023 13:30,35,14.71,263.9,998.7,4.306,93.024,4.03,6.54,,
8948,04/02/2023 13:35,35,14.71,262.5,833.7,4.167,93.545,3.02,5.54,,
8949,04/02/2023 13:40,35,14.71,262.5,1351.2,4.545,93.26,3.02,5.54,,
8950,04/02/2023 13:45,35,17.06,252.7,976.2,4.746,92.908,2.52,6.04,,
8951,04/02/2023 13:50,35,14.71,273.8,1253.7,4.384,93.336,4.03,7.05,,
8952,04/02/2023 13:55,35,14.71,276.6,1366.2,4.41,93.706,4.53,8.05,,
8953,04/02/2023 14:00,35,15.88,265.3,1141.2,4.309,94.354,4.03,7.55,,
8954,04/02/2023 14:05,35,15.88,263.9,1051.2,4.158,94.954,4.53,7.55,,
8955,04/02/2023 14:10,35,14.71,271,1308.7,4.201,95.554,4.03,7.05,,
8956,04/02/2023 14:15,35,17.06,262.5,1168.7,4.335,95.244,4.03,7.05,,
8957,04/02/2023 14:20,35,16.47,252.7,1181.2,4.295,95.325,4.03,7.55,,
8958,04/02/2023 14:25,35,17.06,255.5,933.7,4.108,95.241,4.53,8.56,,
8959,04/02/2023 14:30,35,15.88,258.3,1243.7,3.982,95.492,4.53,7.55,,
8960,04/02/2023 14:35,35,16.47,262.5,1141.2,4.083,95.349,4.53,8.05,,
8961,04/02/2023 14:40,35,16.47,262.5,1116.2,4.097,95.192,4.53,7.55,,
8962,04/02/2023 14:45,35,16.47,256.9,1083.7,3.936,95.445,4.53,8.05,,
8963,04/02/2023 14:50,35,14.71,258.3,1303.7,4.022,95.225,4.53,7.05,,
8964,04/02/2023 14:55,35,16.47,262.5,1123.7,4.432,94.627,4.53,6.54,,
8965,04/02/2023 15:00,35,17.65,261.1,701.2,4.134,95.163,4.03,6.54,,
8966,04/02/2023 15:05,35,18.24,258.3,728.7,3.915,95.712,5.03,7.05,,
8967,04/02/2023 15:10,35,19.41,261.1,833.7,3.931,96.022,5.54,8.05,,
8968,04/02/2023 15:15,35,18.82,259.7,896.2,3.888,96.338,5.03,8.05,,
8969,04/02/2023 15:20,35,18.82,261.1,956.2,4.041,96.139,5.03,7.55,,
8970,04/02/2023 15:25,35,17.06,265.3,1096.2,4.022,96.159,4.53,8.56,,
8971,04/02/2023 15:30,35,18.24,262.5,1006.2,3.947,95.982,5.03,8.05,,
8972,04/02/2023 15:35,35,19.41,256.9,996.2,3.952,96.432,5.54,7.55,,
8973,04/02/2023 15:40,35,20.59,259.7,791.2,3.965,96.243,5.03,7.55,,
8974,04/02/2023 15:45,35,21.76,268.1,843.7,3.815,96.258,5.03,7.55,,
8975,04/02/2023 15:50,35,18.82,266.7,1058.7,4.126,96.286,3.52,7.05,,
8976,04/02/2023 15:55,35,18.82,263.9,948.7,4.242,94.931,4.03,7.05,,
8977,04/02/2023 16:00,35,22.94,261.1,893.7,4.073,95.735,5.54,8.05,,
8978,04/02/2023 16:05,35,22.35,266.7,886.2,3.872,96.313,6.04,11.58,,
8979,04/02/2023 16:10,35,24.71,259.7,1078.7,3.807,96.777,6.54,10.07,,
8980,04/02/2023 16:15,35,25.29,261.1,868.7,3.789,96.86,6.54,9.06,,
8981,04/02/2023 16:20,35,27.65,262.5,751.2,3.708,97.401,6.04,8.56,,
8982,04/02/2023 16:25,35,38.82,265.3,418.7,3.547,97.775,5.03,8.05,,
8983,04/02/2023 16:30,35,47.06,265.3,313.7,3.459,97.852,5.03,9.06,,
8984,04/02/2023 16:35,35,63.53,265.3,228.7,3.419,97.76,5.03,7.55,,
8985,04/02/2023 16:40,35,81.18,259.7,206.2,3.317,98.286,5.03,7.55,,
8986,04/02/2023 16:45,35,89.41,249.9,186.2,3.22,98.633,5.03,8.56,,
8987,04/02/2023 16:50,35,95.29,249.9,173.7,3.167,98.993,4.03,7.05,,
8988,04/02/2023 16:55,35,98.24,252.7,183.7,3.142,99.208,3.02,6.04,,
8989,04/02/2023 17:00,35,100,254.1,173.7,3.124,99.641,4.03,6.04,,
8990,04/02/2023 17:05,35,100,256.9,156.2,3.078,99.948,4.53,7.55,,
8991,04/02/2023 17:10,35,100,259.7,183.7,2.998,99.995,4.03,6.04,,
8992,04/02/2023 17:15,35,100,258.3,256.2,3.081,99.997,3.52,5.54,,
8993,04/02/2023 17:20,35,97.06,238.7,296.2,3.124,99.918,1.51,4.03,,
8994,04/02/2023 17:25,35,95.88,240.1,281.2,3.148,99.843,1.01,3.52,,
8995,04/02/2023 17:30,35,100,268.1,281.2,3.252,99.519,3.02,4.53,,
8996,04/02/2023 17:35,35,100,259.7,298.7,3.097,99.796,3.52,6.04,,
8997,04/02/2023 17:40,35,100,252.7,291.2,3.016,99.913,4.03,6.04,,
8998,04/02/2023 17:45,35,100,251.3,296.2,3.049,99.997,3.52,5.54,,
8999,04/02/2023 17:50,35,100,259.7,246.2,3.019,99.997,4.03,6.04,,
9000,04/02/2023 17:55,35,100,255.5,266.2,3.043,99.992,3.52,6.04,,
9001,04/02/2023 18:00,35,100,245.7,276.2,2.998,99.626,4.03,7.05,,
9002,04/02/2023 18:05,35,94.12,247.1,398.7,3.057,99.077,3.52,6.54,,
9003,04/02/2023 18:10,35,72.35,252.7,496.2,3.207,98.059,3.02,6.04,,
9004,04/02/2023 18:15,35,30.59,256.9,816.2,3.585,96.57,2.52,6.04,,
