#,"Date Time, GMT+00:00",DOY,"Wetness, % (LGR S/N: 21432090, SEN S/N: 21367120)","Wind Direction, ø (LGR S/N: 21432090, SEN S/N: 21418008)","PAR, µmol/m²/s (LGR S/N: 21432090, SEN S/N: 21420546)","Temp, °C (LGR S/N: 21432090, SEN S/N: 21420856)","RH, % (LGR S/N: 21432090, SEN S/N: 21420856)","Wind Speed, m/s (LGR S/N: 21432090, SEN S/N: 21435605)","Gust Speed, m/s (LGR S/N: 21432090, SEN S/N: 21435605)",,
1717,10/01/2023 11:00,10,100,247.1,723.7,2.721,77.598,12.58,17.61,,
1718,10/01/2023 11:05,10,100,247.1,718.7,2.746,77.56,12.08,17.61,,
1719,10/01/2023 11:10,10,100,242.9,763.7,2.697,78.242,11.58,17.11,,
1720,10/01/2023 11:15,10,100,242.9,713.7,2.74,78.279,10.07,15.1,,
1721,10/01/2023 11:20,10,100,245.7,443.7,2.697,77.67,10.07,13.59,,
1722,10/01/2023 11:25,10,100,248.5,463.7,2.657,77.688,10.07,16.1,,
1723,10/01/2023 11:30,10,100,242.9,618.7,2.654,77.896,11.58,17.11,,
1724,10/01/2023 11:35,10,100,248.5,1058.7,2.687,80.011,11.07,15.6,,
1725,10/01/2023 11:40,10,100,247.1,1168.7,2.923,79.379,11.58,17.61,,
1726,10/01/2023 11:45,10,100,248.5,971.2,2.917,79.547,12.58,17.11,,
1727,10/01/2023 11:50,10,100,247.1,1508.7,3.035,78.962,12.58,19.63,,
1728,10/01/2023 11:55,10,100,248.5,1683.7,3.191,78.407,13.09,18.62,,
1729,10/01/2023 12:00,10,100,249.9,1663.7,3.228,78.108,12.08,19.12,,
1730,10/01/2023 12:05,10,100,247.1,1898.7,3.341,75.532,13.59,20.13,,
1731,10/01/2023 12:10,10,100,247.1,1888.7,3.478,73.767,11.58,17.11,,
1732,10/01/2023 12:15,10,100,245.7,1916.2,3.378,73.507,13.59,18.62,,
1733,10/01/2023 12:20,10,100,241.5,1778.7,3.287,71.571,14.59,23.15,,
1734,10/01/2023 12:25,10,100,242.9,1753.7,3.161,71.861,15.6,23.65,,
1735,10/01/2023 12:30,10,100,245.7,1886.2,3.268,71.435,16.1,23.65,,
1736,10/01/2023 12:35,10,100,242.9,1831.2,3.276,70.953,16.1,22.14,,
1737,10/01/2023 12:40,10,100,244.3,1338.7,3.236,70.228,14.59,21.14,,
1738,10/01/2023 12:45,10,100,245.7,1178.7,3.244,70.849,14.09,19.12,,
1739,10/01/2023 12:50,10,100,248.5,1298.7,3.279,71.447,13.09,17.61,,
1740,10/01/2023 12:55,10,100,244.3,1413.7,3.333,71.885,12.58,17.11,,
1741,10/01/2023 13:00,10,100,244.3,1918.7,3.504,72.116,13.09,19.63,,
1742,10/01/2023 13:05,10,100,241.5,1988.7,3.451,71.922,12.58,17.61,,
1743,10/01/2023 13:10,10,98.82,242.9,1878.7,3.55,70.5,12.58,17.61,,
1744,10/01/2023 13:15,10,100,241.5,1556.2,3.478,71.048,12.08,17.11,,
1745,10/01/2023 13:20,10,98.24,244.3,1903.7,3.405,72.035,12.58,19.12,,
1746,10/01/2023 13:25,10,100,244.3,1896.2,3.641,70.788,13.09,17.61,,
1747,10/01/2023 13:30,10,100,244.3,1868.7,3.687,71.386,11.58,18.12,,
1748,10/01/2023 13:35,10,100,245.7,1843.7,3.703,71.499,12.58,20.63,,
1749,10/01/2023 13:40,10,100,244.3,1881.2,3.727,71.057,12.58,17.61,,
1750,10/01/2023 13:45,10,100,247.1,1973.7,3.748,71.862,12.08,16.61,,
1751,10/01/2023 13:50,10,100,244.3,1826.2,3.657,71.838,12.58,17.61,,
1752,10/01/2023 13:55,10,100,247.1,1941.2,3.775,71.487,12.08,17.11,,
1753,10/01/2023 14:00,10,99.41,245.7,2031.2,4.038,70.913,11.07,16.1,,
1754,10/01/2023 14:05,10,97.65,241.5,1761.2,3.831,69.877,10.57,15.1,,
1755,10/01/2023 14:10,10,97.65,241.5,1791.2,3.81,67.987,13.59,20.63,,
1756,10/01/2023 14:15,10,98.24,238.7,1821.2,3.724,68.301,13.59,19.63,,
1757,10/01/2023 14:20,10,100,240.1,1866.2,3.783,68.237,13.59,18.62,,
1758,10/01/2023 14:25,10,100,238.7,1836.2,3.756,69.2,13.09,18.12,,
1759,10/01/2023 14:30,10,100,237.3,1811.2,3.719,67.712,13.09,20.63,,
1760,10/01/2023 14:35,10,100,238.7,1683.7,3.641,69.151,14.09,20.13,,
1761,10/01/2023 14:40,10,100,242.9,1776.2,3.641,69.722,13.59,19.63,,
1762,10/01/2023 14:45,10,100,241.5,1813.7,3.791,69.296,14.09,18.62,,
1763,10/01/2023 14:50,10,100,240.1,1768.7,3.563,70.686,13.09,22.14,,
1764,10/01/2023 14:55,10,100,241.5,1916.2,3.622,69.836,14.09,20.63,,
1765,10/01/2023 15:00,10,100,238.7,1826.2,3.646,68.986,13.09,18.12,,
1766,10/01/2023 15:05,10,100,238.7,1758.7,3.73,68.022,13.09,20.63,,
1767,10/01/2023 15:10,10,100,240.1,1713.7,3.654,68.034,14.09,18.62,,
1768,10/01/2023 15:15,10,100,240.1,1678.7,3.644,68.743,13.59,19.12,,
1769,10/01/2023 15:20,10,100,241.5,1678.7,3.689,69.674,12.58,20.13,,
1770,10/01/2023 15:25,10,100,241.5,1656.2,3.66,69.523,12.58,19.63,,
1771,10/01/2023 15:30,10,100,247.1,1646.2,3.834,69.958,11.58,17.11,,
1772,10/01/2023 15:35,10,100,245.7,1638.7,3.847,69.186,11.07,15.1,,
1773,10/01/2023 15:40,10,100,240.1,1611.2,3.62,69.209,12.58,20.13,,
1774,10/01/2023 15:45,10,100,240.1,1596.2,3.636,68.53,12.58,19.63,,
1775,10/01/2023 15:50,10,100,242.9,1576.2,3.673,67.17,14.59,20.13,,
1776,10/01/2023 15:55,10,100,240.1,1563.7,3.582,67.378,14.59,20.63,,
1777,10/01/2023 16:00,10,100,241.5,1548.7,3.657,67.642,13.09,20.13,,
1778,10/01/2023 16:05,10,100,238.7,1531.2,3.453,69.223,14.09,20.63,,
1779,10/01/2023 16:10,10,100,235.9,1513.7,3.44,69.274,13.59,20.13,,
1780,10/01/2023 16:15,10,100,238.7,1523.7,3.451,69.082,12.58,19.12,,
1781,10/01/2023 16:20,10,100,240.1,1493.7,3.483,68.853,12.58,17.61,,
1782,10/01/2023 16:25,10,100,240.1,1461.2,3.504,68.316,12.08,17.61,,
1783,10/01/2023 16:30,10,100,240.1,1356.2,3.499,68.641,11.58,17.11,,
1784,10/01/2023 16:35,10,100,235.9,1491.2,3.461,69.4,11.58,17.11,,
1785,10/01/2023 16:40,10,100,234.5,1463.7,3.459,70.335,11.07,16.61,,
1786,10/01/2023 16:45,10,100,234.5,1396.2,3.448,70.561,10.57,16.1,,
1787,10/01/2023 16:50,10,100,238.7,1143.7,3.386,71.18,11.07,16.1,,
1788,10/01/2023 16:55,10,100,240.1,1043.7,3.397,71.56,9.56,13.59,,
1789,10/01/2023 17:00,10,100,242.9,1213.7,3.534,70.43,8.56,13.59,,
1790,10/01/2023 17:05,10,100,238.7,1403.7,3.673,69.641,9.56,14.59,,
1791,10/01/2023 17:10,10,100,237.3,1303.7,3.679,68.215,10.07,16.1,,
1792,10/01/2023 17:15,10,100,238.7,1298.7,3.612,67.326,11.07,16.61,,
1793,10/01/2023 17:20,10,100,237.3,1241.2,3.628,69.029,9.06,13.09,,
1794,10/01/2023 17:25,10,100,234.5,1088.7,3.424,72.396,7.55,12.58,,
1795,10/01/2023 17:30,10,100,240.1,1168.7,3.499,72.276,7.55,12.08,,
1796,10/01/2023 17:35,10,100,235.9,1251.2,3.526,69.017,10.07,15.1,,
1797,10/01/2023 17:40,10,100,237.3,1163.7,3.435,69.255,11.58,18.12,,
1798,10/01/2023 17:45,10,100,234.5,1123.7,3.354,69.351,12.08,19.12,,
1799,10/01/2023 17:50,10,100,237.3,931.2,3.263,69.49,11.58,16.61,,
1800,10/01/2023 17:55,10,100,238.7,1011.2,3.279,68.598,11.58,16.61,,
1801,10/01/2023 18:00,10,100,234.5,983.7,3.196,66.754,13.09,18.62,,
1802,10/01/2023 18:05,10,100,234.5,996.2,3.191,67.332,12.08,20.63,,
1803,10/01/2023 18:10,10,100,234.5,993.7,3.234,68.42,10.57,16.61,,
1804,10/01/2023 18:15,10,100,235.9,986.2,3.268,68.063,11.07,18.12,,
1805,10/01/2023 18:20,10,100,233.1,963.7,3.293,69.397,9.56,14.59,,
1806,10/01/2023 18:25,10,100,238.7,931.2,3.252,70.095,9.56,15.6,,
1807,10/01/2023 18:30,10,100,235.9,751.2,3.169,69.332,11.07,16.1,,
1808,10/01/2023 18:35,10,100,235.9,406.2,2.906,70.99,10.57,15.6,,
1809,10/01/2023 18:40,10,100,240.1,308.7,2.823,71.188,11.58,18.12,,
1810,10/01/2023 18:45,10,100,240.1,258.7,2.791,71.936,11.58,17.11,,
1811,10/01/2023 18:50,10,100,238.7,243.7,2.778,71.751,12.58,17.61,,
1812,10/01/2023 18:55,10,100,241.5,243.7,2.756,71.807,11.07,16.61,,
1813,10/01/2023 19:00,10,100,238.7,258.7,2.775,71.791,10.07,15.1,,
1814,10/01/2023 19:05,10,100,240.1,208.7,2.738,71.005,10.57,14.59,,
1815,10/01/2023 19:10,10,100,244.3,198.7,2.783,70.938,9.56,13.59,,
1816,10/01/2023 19:15,10,100,248.5,183.7,2.748,71.53,9.56,14.09,,
1817,10/01/2023 19:20,10,100,248.5,163.7,2.703,72.732,9.06,14.09,,
1818,10/01/2023 19:25,10,100,266.7,153.7,2.721,73.233,8.56,14.59,,
1819,10/01/2023 19:30,10,100,262.5,143.7,2.751,74.092,9.56,14.09,,
1820,10/01/2023 19:35,10,100,259.7,166.2,2.703,75.685,10.57,15.6,,
1821,10/01/2023 19:40,10,100,265.3,206.2,2.689,76.153,10.07,16.1,,
1822,10/01/2023 19:45,10,100,265.3,228.7,2.687,76.133,10.57,16.1,,
1823,10/01/2023 19:50,10,100,255.5,298.7,2.684,75.755,8.56,13.09,,
1824,10/01/2023 19:55,10,100,259.7,266.2,2.713,75.264,7.55,12.08,,
1825,10/01/2023 20:00,10,100,251.3,353.7,2.756,75.206,7.55,14.09,,
1826,10/01/2023 20:05,10,100,258.3,348.7,2.799,73.327,7.05,11.58,,
1827,10/01/2023 20:10,10,100,259.7,506.2,2.979,71.237,6.54,11.07,,
1828,10/01/2023 20:15,10,100,256.9,448.7,3.086,69.752,6.54,12.58,,
1829,10/01/2023 20:20,10,100,263.9,411.2,3.196,69.125,5.54,11.58,,
1830,10/01/2023 20:25,10,100,258.3,271.2,3,69.947,4.53,8.56,,
1831,10/01/2023 20:30,10,100,258.3,256.2,2.936,70.782,4.03,8.05,,
1832,10/01/2023 20:35,10,100,255.5,201.2,2.864,70.805,4.53,8.56,,
1833,10/01/2023 20:40,10,100,268.1,183.7,2.799,71.36,3.52,8.56,,
1834,10/01/2023 20:45,10,100,254.1,151.2,2.743,72.444,4.03,7.05,,
1835,10/01/2023 20:50,10,100,256.9,121.2,2.684,72.761,5.54,10.07,,
1836,10/01/2023 20:55,10,100,256.9,121.2,2.606,73.342,5.54,9.56,,
1837,10/01/2023 21:00,10,100,258.3,113.7,2.585,73.895,4.03,8.56,,
1838,10/01/2023 21:05,10,100,245.7,138.7,2.561,74.16,5.03,8.56,,
1839,10/01/2023 21:10,10,100,241.5,156.2,2.569,74.482,5.03,8.56,,
1840,10/01/2023 21:15,10,100,242.9,143.7,2.512,74.748,7.55,11.07,,
1841,10/01/2023 21:20,10,100,242.9,103.7,2.41,75.128,7.05,10.57,,
1842,10/01/2023 21:25,10,100,245.7,86.2,2.346,75.552,8.56,14.59,,
1843,10/01/2023 21:30,10,100,245.7,71.2,2.319,75.444,11.07,15.1,,
1844,10/01/2023 21:35,10,100,245.7,61.2,2.295,76.797,11.07,15.1,,
1845,10/01/2023 21:40,10,100,245.7,53.7,2.244,77.559,11.58,16.61,,
1846,10/01/2023 21:45,10,100,245.7,46.2,2.204,78.071,14.09,19.12,,
1847,10/01/2023 21:50,10,100,247.1,43.7,2.172,78.398,14.59,20.13,,
1848,10/01/2023 21:55,10,100,244.3,41.2,2.134,78.776,12.58,19.12,,
1849,10/01/2023 22:00,10,100,248.5,38.7,2.116,79.043,14.09,19.63,,
1850,10/01/2023 22:05,10,100,248.5,36.2,2.124,78.82,15.1,19.63,,
1851,10/01/2023 22:10,10,100,251.3,31.2,2.137,78.399,14.59,18.62,,
1852,10/01/2023 22:15,10,100,252.7,26.2,2.137,77.797,14.09,18.12,,
1853,10/01/2023 22:20,10,100,256.9,21.2,2.126,77.131,12.58,17.11,,
1854,10/01/2023 22:25,10,100,259.7,18.7,2.137,78.154,12.58,17.61,,
1855,10/01/2023 22:30,10,100,258.3,16.2,2.099,78.512,12.08,16.61,,
1856,10/01/2023 22:35,10,100,259.7,13.7,2.108,78.161,11.58,18.12,,
1857,10/01/2023 22:40,10,100,258.3,11.2,2.086,79.306,12.08,16.1,,
1858,10/01/2023 22:45,10,100,259.7,8.7,2.057,79.895,12.08,16.61,,
1859,10/01/2023 22:50,10,100,255.5,6.2,2.016,80.169,12.58,16.61,,
1860,10/01/2023 22:55,10,100,252.7,3.7,1.982,80.026,13.59,19.12,,
1861,10/01/2023 23:00,10,100,251.3,1.2,1.939,79.69,13.59,18.12,,
1862,10/01/2023 23:05,10,100,251.3,1.2,1.898,79.495,12.08,16.61,,
1863,10/01/2023 23:10,10,100,249.9,1.2,1.885,80.18,12.08,16.1,,
1864,10/01/2023 23:15,10,100,252.7,1.2,1.847,80.697,12.58,16.61,,
1865,10/01/2023 23:20,10,100,255.5,1.2,1.834,81.263,11.58,16.1,,
1866,10/01/2023 23:25,10,100,261.1,1.2,1.818,81.176,9.56,16.1,,
1867,10/01/2023 23:30,10,100,259.7,1.2,1.861,80.61,9.06,14.59,,
1868,10/01/2023 23:35,10,100,263.9,1.2,1.888,80.362,8.05,12.58,,
1869,10/01/2023 23:40,10,100,262.5,1.2,1.898,80.229,8.05,12.58,,
1870,10/01/2023 23:45,10,100,261.1,1.2,1.901,80.365,6.54,12.08,,
1871,10/01/2023 23:50,10,100,263.9,1.2,1.898,82.733,6.54,12.58,,
1872,10/01/2023 23:55,10,100,259.7,1.2,1.853,82.823,8.05,12.58,,
1873,11/01/2023 00:00,11,100,259.7,1.2,1.856,82.171,10.07,14.59,,
1874,11/01/2023 00:05,11,100,261.1,1.2,1.906,81.855,10.07,14.59,,
1875,11/01/2023 00:10,11,100,261.1,1.2,1.912,83.029,10.57,14.09,,
1876,11/01/2023 00:15,11,100,265.3,1.2,1.906,83.819,10.07,14.59,,
1877,11/01/2023 00:20,11,100,262.5,1.2,1.901,84.179,9.56,13.59,,
1878,11/01/2023 00:25,11,100,259.7,1.2,1.912,84.115,8.56,13.09,,
1879,11/01/2023 00:30,11,100,265.3,1.2,1.96,84.544,8.05,12.08,,
1880,11/01/2023 00:35,11,100,263.9,1.2,1.968,84.833,7.55,12.08,,
1881,11/01/2023 00:40,11,100,261.1,1.2,1.957,85.238,7.05,11.58,,
1882,11/01/2023 00:45,11,100,263.9,1.2,1.931,85.441,8.05,13.59,,
1883,11/01/2023 00:50,11,100,263.9,1.2,1.933,85.002,7.55,12.08,,
1884,11/01/2023 00:55,11,100,265.3,1.2,1.939,84.549,7.55,11.07,,
1885,11/01/2023 01:00,11,100,265.3,1.2,1.973,83.934,7.05,12.08,,
1886,11/01/2023 01:05,11,100,258.3,1.2,1.973,83.851,7.55,12.08,,
1887,11/01/2023 01:10,11,100,259.7,1.2,1.998,84.112,7.05,12.58,,
1888,11/01/2023 01:15,11,100,265.3,1.2,2.008,84.668,6.04,11.07,,
1889,11/01/2023 01:20,11,100,266.7,1.2,2.027,84.543,7.55,11.58,,
1890,11/01/2023 01:25,11,100,263.9,1.2,2.049,84.63,7.05,10.07,,
1891,11/01/2023 01:30,11,100,262.5,1.2,2.07,84.007,6.54,10.07,,
1892,11/01/2023 01:35,11,100,261.1,1.2,2.14,82.847,7.05,11.58,,
1893,11/01/2023 01:40,11,100,263.9,1.2,2.212,84.869,6.54,11.07,,
1894,11/01/2023 01:45,11,100,259.7,1.2,2.188,87.726,6.04,11.07,,
1895,11/01/2023 01:50,11,100,259.7,1.2,2.172,88.847,6.04,11.07,,
1896,11/01/2023 01:55,11,100,265.3,1.2,2.172,89.9,6.04,11.58,,
1897,11/01/2023 02:00,11,100,263.9,1.2,2.188,90.214,5.54,9.56,,
1898,11/01/2023 02:05,11,100,268.1,1.2,2.212,90.336,6.04,9.06,,
1899,11/01/2023 02:10,11,100,262.5,1.2,2.193,90.657,5.03,8.56,,
1900,11/01/2023 02:15,11,100,262.5,1.2,2.142,91.196,4.03,7.05,,
1901,11/01/2023 02:20,11,100,261.1,1.2,2.113,91.65,4.03,7.55,,
1902,11/01/2023 02:25,11,100,255.5,1.2,2.15,92.038,4.03,8.05,,
1903,11/01/2023 02:30,11,100,259.7,1.2,2.234,92.28,4.03,6.04,,
1904,11/01/2023 02:35,11,100,265.3,1.2,2.295,92.305,4.53,8.56,,
1905,11/01/2023 02:40,11,100,266.7,1.2,2.29,92.462,4.03,6.54,,
1906,11/01/2023 02:45,11,100,262.5,1.2,2.282,92.622,3.02,5.54,,
1907,11/01/2023 02:50,11,100,258.3,1.2,2.255,92.79,2.52,5.54,,
1908,11/01/2023 02:55,11,100,265.3,1.2,2.225,93.387,2.52,5.03,,
1909,11/01/2023 03:00,11,100,271,1.2,2.196,94.285,1.51,3.52,,
1910,11/01/2023 03:05,11,99.41,272.4,1.2,2.145,95.132,1.51,3.52,,
1911,11/01/2023 03:10,11,100,283.6,1.2,2.126,95.869,1.51,4.03,,
1912,11/01/2023 03:15,11,100,266.7,1.2,2.161,96.504,1.01,3.02,,
1913,11/01/2023 03:20,11,100,275.2,1.2,2.188,96.829,1.01,3.52,,
1914,11/01/2023 03:25,11,100,272.4,1.2,2.188,97.053,1.51,4.03,,
1915,11/01/2023 03:30,11,100,262.5,1.2,2.153,97.288,1.01,3.02,,
1916,11/01/2023 03:35,11,100,266.7,1.2,2.116,97.44,1.01,3.02,,
1917,11/01/2023 03:40,11,100,287.8,1.2,2.121,97.685,0.5,2.52,,
1918,11/01/2023 03:45,11,100,272.4,1.2,2.124,97.925,1.01,3.02,,
1919,11/01/2023 03:50,11,100,276.6,1.2,2.124,98.14,1.01,3.52,,
1920,11/01/2023 03:55,11,100,293.4,1.2,2.158,98.386,1.51,4.53,,
1921,11/01/2023 04:00,11,100,278,1.2,2.161,98.575,1.51,3.52,,
1922,11/01/2023 04:05,11,100,256.9,1.2,2.148,98.741,1.01,4.03,,
1923,11/01/2023 04:10,11,100,263.9,1.2,2.215,98.938,2.01,4.53,,
1924,11/01/2023 04:15,11,100,255.5,3.7,2.255,98.981,1.51,4.53,,
1925,11/01/2023 04:20,11,100,259.7,3.7,2.303,99.04,3.02,7.55,,
1926,11/01/2023 04:25,11,100,259.7,3.7,2.349,99.094,3.52,9.56,,
1927,11/01/2023 04:30,11,100,261.1,8.7,2.354,99.144,4.03,7.05,,
1928,11/01/2023 04:35,11,100,271,8.7,2.354,99.194,5.03,10.57,,
1929,11/01/2023 04:40,11,100,265.3,8.7,2.373,99.327,5.03,9.56,,
1930,11/01/2023 04:45,11,100,263.9,8.7,2.405,99.356,5.03,10.07,,
1931,11/01/2023 04:50,11,100,259.7,11.2,2.381,99.382,4.03,7.55,,
1932,11/01/2023 04:55,11,100,262.5,13.7,2.376,99.464,4.03,9.56,,
1933,11/01/2023 05:00,11,100,259.7,13.7,2.376,99.49,4.53,8.56,,
1934,11/01/2023 05:05,11,100,266.7,18.7,2.384,99.567,6.04,9.56,,
1935,11/01/2023 05:10,11,100,269.6,28.7,2.394,99.599,6.04,11.07,,
1936,11/01/2023 05:15,11,100,271,43.7,2.405,99.625,7.05,11.07,,
1937,11/01/2023 05:20,11,100,266.7,48.7,2.392,99.635,7.55,13.09,,
1938,11/01/2023 05:25,11,100,269.6,46.2,2.408,99.742,6.04,9.56,,
1939,11/01/2023 05:30,11,100,262.5,41.2,2.419,99.768,5.03,9.06,,
1940,11/01/2023 05:35,11,100,252.7,36.2,2.421,99.811,6.54,10.07,,
1941,11/01/2023 05:40,11,100,255.5,41.2,2.413,99.844,5.54,10.07,,
1942,11/01/2023 05:45,11,100,254.1,43.7,2.416,99.913,6.04,11.58,,
1943,11/01/2023 05:50,11,100,255.5,48.7,2.416,99.899,5.03,10.07,,
1944,11/01/2023 05:55,11,100,261.1,58.7,2.392,99.915,4.53,8.56,,
1945,11/01/2023 06:00,11,100,259.7,51.2,2.365,99.927,5.03,10.57,,
1946,11/01/2023 06:05,11,100,255.5,51.2,2.354,99.98,4.53,9.56,,
1947,11/01/2023 06:10,11,100,248.5,51.2,2.354,99.991,3.02,7.55,,
1948,11/01/2023 06:15,11,100,244.3,48.7,2.343,99.994,2.52,8.56,,
1949,11/01/2023 06:20,11,100,244.3,43.7,2.373,99.997,4.03,9.06,,
1950,11/01/2023 06:25,11,100,244.3,38.7,2.349,99.997,4.03,6.04,,
1951,11/01/2023 06:30,11,100,245.7,48.7,2.322,99.997,4.53,7.55,,
1952,11/01/2023 06:35,11,100,252.7,56.2,2.354,99.997,5.03,8.56,,
1953,11/01/2023 06:40,11,100,254.1,71.2,2.386,99.997,5.54,9.06,,
1954,11/01/2023 06:45,11,100,254.1,83.7,2.394,99.997,5.54,9.06,,
1955,11/01/2023 06:50,11,47.65,251.3,103.7,2.397,99.997,6.54,9.06,,
1956,11/01/2023 06:55,11,37.65,258.3,111.2,2.421,99.997,6.04,8.56,,
1957,11/01/2023 07:00,11,35.88,261.1,116.2,2.469,99.997,7.05,10.57,,
1958,11/01/2023 07:05,11,40.59,262.5,86.2,2.451,99.997,5.54,8.05,,
1959,11/01/2023 07:10,11,42.94,263.9,81.2,2.405,99.997,6.04,8.05,,
1960,11/01/2023 07:15,11,37.65,262.5,103.7,2.386,99.997,5.54,8.56,,
1961,11/01/2023 07:20,11,34.12,261.1,136.2,2.405,99.997,7.05,11.07,,
1962,11/01/2023 07:25,11,33.53,259.7,136.2,2.389,99.997,7.05,11.07,,
1963,11/01/2023 07:30,11,29.41,259.7,146.2,2.376,99.997,7.05,11.58,,
1964,11/01/2023 07:35,11,24.71,261.1,166.2,2.346,99.997,5.54,9.06,,
1965,11/01/2023 07:40,11,25.29,262.5,156.2,2.301,99.997,5.54,12.08,,
1966,11/01/2023 07:45,11,25.88,261.1,151.2,2.29,99.997,4.53,9.56,,
1967,11/01/2023 07:50,11,25.88,259.7,126.2,2.266,99.997,4.03,8.05,,
1968,11/01/2023 07:55,11,31.18,256.9,78.7,2.247,99.997,3.02,6.54,,
1969,11/01/2023 08:00,11,29.41,261.1,98.7,2.252,99.997,3.52,6.54,,
1970,11/01/2023 08:05,11,28.82,262.5,138.7,2.341,99.997,4.03,7.05,,
1971,11/01/2023 08:10,11,32.94,262.5,118.7,2.405,99.997,4.53,10.07,,
1972,11/01/2023 08:15,11,25.88,259.7,198.7,2.475,99.997,6.04,12.08,,
1973,11/01/2023 08:20,11,23.53,258.3,276.2,2.601,99.994,5.03,9.06,,
1974,11/01/2023 08:25,11,35.29,263.9,303.7,2.577,99.969,5.54,12.58,,
1975,11/01/2023 08:30,11,38.24,265.3,273.7,2.585,99.965,5.03,8.56,,
1976,11/01/2023 08:35,11,35.88,261.1,186.2,2.483,99.995,4.53,9.06,,
1977,11/01/2023 08:40,11,32.94,259.7,183.7,2.469,99.997,4.03,8.05,,
1978,11/01/2023 08:45,11,34.71,256.9,151.2,2.504,99.997,3.52,7.55,,
1979,11/01/2023 08:50,11,36.47,259.7,138.7,2.483,99.997,3.52,7.55,,
1980,11/01/2023 08:55,11,39.41,241.5,131.2,2.486,99.997,2.52,7.05,,
1981,11/01/2023 09:00,11,35.29,259.7,188.7,2.512,99.997,3.02,6.04,,
1982,11/01/2023 09:05,11,31.76,261.1,218.7,2.553,99.995,4.03,6.54,,
1983,11/01/2023 09:10,11,28.82,262.5,273.7,2.614,99.997,5.54,8.05,,
1984,11/01/2023 09:15,11,24.12,262.5,353.7,2.684,99.994,5.54,8.56,,
1985,11/01/2023 09:20,11,22.35,262.5,388.7,2.705,99.867,6.04,10.07,,
1986,11/01/2023 09:25,11,23.53,258.3,343.7,2.724,99.931,5.54,8.56,,
1987,11/01/2023 09:30,11,24.12,265.3,248.7,2.66,99.937,4.53,8.56,,
1988,11/01/2023 09:35,11,26.47,249.9,221.2,2.579,99.922,3.52,6.04,,
1989,11/01/2023 09:40,11,27.06,252.7,216.2,2.577,99.971,2.52,5.54,,
1990,11/01/2023 09:45,11,32.35,254.1,186.2,2.617,99.969,3.02,6.54,,
1991,11/01/2023 09:50,11,32.94,255.5,213.7,2.577,99.98,4.03,8.05,,
1992,11/01/2023 09:55,11,28.82,262.5,276.2,2.662,99.971,4.53,8.56,,
1993,11/01/2023 10:00,11,29.41,262.5,313.7,2.687,99.878,5.03,11.07,,
1994,11/01/2023 10:05,11,41.18,276.6,308.7,2.673,99.812,5.03,11.58,,
1995,11/01/2023 10:10,11,56.47,261.1,218.7,2.638,99.927,4.53,8.56,,
1996,11/01/2023 10:15,11,63.53,261.1,186.2,2.582,99.965,5.03,8.05,,
1997,11/01/2023 10:20,11,64.71,261.1,186.2,2.566,99.992,3.02,6.04,,
1998,11/01/2023 10:25,11,69.41,256.9,168.7,2.561,99.979,4.03,6.04,,
1999,11/01/2023 10:30,11,77.65,255.5,158.7,2.545,99.994,4.03,6.04,,
2000,11/01/2023 10:35,11,85.29,235.9,156.2,2.526,99.997,2.01,5.03,,
2001,11/01/2023 10:40,11,92.35,237.3,183.7,2.504,99.991,3.02,6.04,,
2002,11/01/2023 10:45,11,94.71,248.5,196.2,2.539,99.995,2.01,4.53,,
2003,11/01/2023 10:50,11,95.29,265.3,218.7,2.601,99.971,1.51,6.04,,
2004,11/01/2023 10:55,11,90.59,252.7,228.7,2.63,99.989,3.52,6.54,,
2005,11/01/2023 11:00,11,81.76,252.7,258.7,2.676,99.988,3.52,6.54,,
2006,11/01/2023 11:05,11,75.29,256.9,321.2,2.775,99.922,3.52,8.56,,
2007,11/01/2023 11:10,11,68.82,252.7,361.2,2.788,99.878,3.52,9.56,,
2008,11/01/2023 11:15,11,46.47,248.5,383.7,2.872,99.884,3.02,5.54,,
2009,11/01/2023 11:20,11,40,255.5,466.2,2.976,99.652,3.02,8.05,,
2010,11/01/2023 11:25,11,26.47,265.3,546.2,2.963,99.429,3.02,7.55,,
2011,11/01/2023 11:30,11,20.59,263.9,568.7,3.011,99.251,3.02,6.54,,
2012,11/01/2023 11:35,11,17.06,266.7,603.7,3.03,99.026,3.52,9.06,,
2013,11/01/2023 11:40,11,18.24,263.9,598.7,3.062,98.958,3.52,8.05,,
2014,11/01/2023 11:45,11,25.88,265.3,536.2,3.038,98.734,4.53,9.06,,
2015,11/01/2023 11:50,11,24.12,269.6,506.2,3.011,98.882,3.52,6.54,,
2016,11/01/2023 11:55,11,20.59,258.3,603.7,3.086,98.727,3.02,7.05,,
2017,11/01/2023 12:00,11,23.53,256.9,668.7,3.177,98.436,4.03,8.56,,
2018,11/01/2023 12:05,11,23.53,275.2,631.2,3.057,98.343,5.03,8.56,,
2019,11/01/2023 12:10,11,28.82,276.6,516.2,3.019,98.384,4.53,8.05,,
2020,11/01/2023 12:15,11,23.53,272.4,561.2,3.011,98.511,4.53,8.56,,
2021,11/01/2023 12:20,11,28.24,272.4,556.2,3.038,98.41,5.03,9.56,,
2022,11/01/2023 12:25,11,29.41,276.6,556.2,2.987,98.471,6.04,10.57,,
2023,11/01/2023 12:30,11,26.47,273.8,536.2,3.008,98.517,5.54,10.07,,
